wl	k
0.92181	0.00931684742
0.92338	0.00937755201
0.92494	0.00943867375
0.92651	0.00950021599
0.92808	0.00956218213
0.92964	0.0096245717
0.93121	0.00968738811
0.93278	0.00975064272
0.93434	0.00981433124
0.93591	0.00987845721
0.93747	0.00994303232
0.93904	0.0100080522
0.94061	0.0100735207
0.94217	0.0101394455
0.94374	0.0102058307
0.9453	0.01027268
0.94687	0.0103399934
0.94843	0.0104077749
0.95	0.0104760326
0.95156	0.0105447708
0.95313	0.0106139938
0.95469	0.0106837014
0.95625	0.0107539024
0.95782	0.0108245967
0.95938	0.0108957931
0.96095	0.0109674918
0.96251	0.0110397019
0.96407	0.0111124278
0.96564	0.01118567
0.9672	0.0112594376
0.96876	0.011333731
0.97033	0.0114085597
0.97189	0.0114839241
0.97345	0.0115598338
0.97502	0.0116362942
0.97658	0.0117133056
0.97814	0.0117908734
0.9797	0.0118690126
0.98126	0.011947714
0.98283	0.0120269981
0.98439	0.0121068555
0.98595	0.012187307
0.98751	0.0122683484
0.98907	0.0123499855
0.99063	0.0124322295
0.9922	0.0125150812
0.99376	0.0125985522
0.99532	0.0126826434
0.99688	0.0127673665
0.99844	0.012852728
1	0.0129387293
